ID	start	end	strand	phrog_id	phrog_category	phynteny_category	phynteny_score	phynteny_confidence	phage
NC_047722.1_269	145521	145614	-	No_PHROG	unknown function	head and packaging	1.0935	0.1646	NC_047722.1
NC_047723.1_0	84	180	-	No_PHROG	unknown function	head and packaging	1.0345	0.1625	NC_047723.1
NC_047723.1_1	273	381	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.2503	0.1780	NC_047723.1
NC_047723.1_2	485	785	+	654	unknown function	DNA, RNA and nucleotide metabolism	3.5110	0.2035	NC_047723.1
NC_047723.1_3	800	986	+	3204	unknown function	moron, auxiliary metabolic gene and host takeover	8.0982	0.3482	NC_047723.1
NC_047723.1_4	1092	1380	+	654	unknown function	integration and excision	1.2760	0.1968	NC_047723.1
NC_047723.1_5	1379	1706	+	654	unknown function	DNA, RNA and nucleotide metabolism	1.1065	0.2580	NC_047723.1
NC_047723.1_6	1721	2015	+	654	unknown function	DNA, RNA and nucleotide metabolism	1.9468	0.2148	NC_047723.1
NC_047723.1_7	2018	2276	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_8	2353	2593	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_9	2603	2951	+	3522	unknown function	DNA, RNA and nucleotide metabolism	1.5537	0.1839	NC_047723.1
NC_047723.1_10	3160	3499	-	3077	unknown function	DNA, RNA and nucleotide metabolism	1.3566	0.2260	NC_047723.1
NC_047723.1_11	3477	3627	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.2532	0.2403	NC_047723.1
NC_047723.1_12	3650	3764	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.6390	0.2007	NC_047723.1
NC_047723.1_13	3810	4119	+	2601	unknown function	DNA, RNA and nucleotide metabolism	2.4985	0.1911	NC_047723.1
NC_047723.1_14	4137	4272	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.3629	0.1550	NC_047723.1
NC_047723.1_15	4324	4609	+	3164	unknown function	DNA, RNA and nucleotide metabolism	1.7910	0.1892	NC_047723.1
NC_047723.1_16	4683	4875	+	3388	other	NA	NA	NA	NC_047723.1
NC_047723.1_17	4861	4957	+	No_PHROG	unknown function	lysis	1.0587	0.1739	NC_047723.1
NC_047723.1_18	4983	5124	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.8815	0.1610	NC_047723.1
NC_047723.1_19	5191	5680	-	59	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_20	5847	6006	+	3325	other	NA	NA	NA	NC_047723.1
NC_047723.1_21	6173	6497	+	3276	unknown function	DNA, RNA and nucleotide metabolism	1.3115	0.2520	NC_047723.1
NC_047723.1_22	6596	6833	+	3480	unknown function	DNA, RNA and nucleotide metabolism	2.0668	0.1860	NC_047723.1
NC_047723.1_23	6911	7382	+	2543	unknown function	moron, auxiliary metabolic gene and host takeover	6.0588	0.2152	NC_047723.1
NC_047723.1_24	7440	7614	+	3789	unknown function	DNA, RNA and nucleotide metabolism	1.4640	0.2001	NC_047723.1
NC_047723.1_25	7613	7883	+	3549	unknown function	DNA, RNA and nucleotide metabolism	1.5631	0.2044	NC_047723.1
NC_047723.1_26	7967	8189	+	30315	unknown function	DNA, RNA and nucleotide metabolism	1.0409	0.2012	NC_047723.1
NC_047723.1_27	8262	8364	+	22992	unknown function	moron, auxiliary metabolic gene and host takeover	6.1924	0.2616	NC_047723.1
NC_047723.1_28	8433	8529	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	6.0774	0.2489	NC_047723.1
NC_047723.1_29	8512	8749	-	2884	unknown function	moron, auxiliary metabolic gene and host takeover	7.8265	0.3360	NC_047723.1
NC_047723.1_30	8748	9180	-	16296	unknown function	moron, auxiliary metabolic gene and host takeover	8.4611	0.3959	NC_047723.1
NC_047723.1_31	9182	9374	-	4249	unknown function	moron, auxiliary metabolic gene and host takeover	9.7280	0.7928	NC_047723.1
NC_047723.1_32	9370	9856	-	3619	unknown function	moron, auxiliary metabolic gene and host takeover	9.5942	0.7129	NC_047723.1
NC_047723.1_33	9848	10280	-	2349	unknown function	DNA, RNA and nucleotide metabolism	2.1974	0.1815	NC_047723.1
NC_047723.1_34	10293	10836	-	4045	unknown function	DNA, RNA and nucleotide metabolism	6.1535	0.2502	NC_047723.1
NC_047723.1_35	10847	11336	-	1017	unknown function	DNA, RNA and nucleotide metabolism	9.6993	0.7774	NC_047723.1
NC_047723.1_36	11348	11747	-	3857	unknown function	DNA, RNA and nucleotide metabolism	4.5139	0.2094	NC_047723.1
NC_047723.1_37	11743	12451	-	246	other	NA	NA	NA	NC_047723.1
NC_047723.1_38	12550	13105	-	2981	unknown function	DNA, RNA and nucleotide metabolism	1.6050	0.1957	NC_047723.1
NC_047723.1_39	13120	13438	-	4178	tail	NA	NA	NA	NC_047723.1
NC_047723.1_40	13506	13620	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.2203	0.1577	NC_047723.1
NC_047723.1_41	13628	13805	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.5644	0.1646	NC_047723.1
NC_047723.1_42	13801	13930	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.6161	0.1537	NC_047723.1
NC_047723.1_43	14007	14208	-	27748	unknown function	DNA, RNA and nucleotide metabolism	1.3507	0.1852	NC_047723.1
NC_047723.1_44	14207	14309	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.4710	0.1614	NC_047723.1
NC_047723.1_45	14423	14972	-	2948	unknown function	moron, auxiliary metabolic gene and host takeover	7.6900	0.3021	NC_047723.1
NC_047723.1_46	14975	15194	-	3686	unknown function	moron, auxiliary metabolic gene and host takeover	7.5970	0.2939	NC_047723.1
NC_047723.1_47	15194	15389	-	3950	unknown function	DNA, RNA and nucleotide metabolism	1.7728	0.2139	NC_047723.1
NC_047723.1_48	15378	16116	-	3464	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_49	16178	16283	-	5230	unknown function	moron, auxiliary metabolic gene and host takeover	8.6258	0.4222	NC_047723.1
NC_047723.1_50	16294	16534	-	3697	unknown function	moron, auxiliary metabolic gene and host takeover	7.2153	0.2649	NC_047723.1
NC_047723.1_51	16535	16925	-	28554	other	NA	NA	NA	NC_047723.1
NC_047723.1_52	17023	17197	-	3504	other	NA	NA	NA	NC_047723.1
NC_047723.1_53	17237	17720	-	3319	unknown function	DNA, RNA and nucleotide metabolism	1.5590	0.2053	NC_047723.1
NC_047723.1_54	17769	18312	-	3635	unknown function	DNA, RNA and nucleotide metabolism	1.4328	0.1869	NC_047723.1
NC_047723.1_55	18311	18845	-	3702	unknown function	DNA, RNA and nucleotide metabolism	1.1511	0.2123	NC_047723.1
NC_047723.1_56	18847	19012	-	152	transcription regulation	NA	NA	NA	NC_047723.1
NC_047723.1_57	19014	19293	-	3751	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047723.1
NC_047723.1_58	19292	20138	-	1909	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_59	20149	21268	-	249	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047723.1
NC_047723.1_60	21291	21393	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.0871	0.1649	NC_047723.1
NC_047723.1_61	21420	21747	-	2861	unknown function	DNA, RNA and nucleotide metabolism	1.2173	0.1890	NC_047723.1
NC_047723.1_62	21739	22156	-	2708	other	NA	NA	NA	NC_047723.1
NC_047723.1_63	22288	22591	-	715	other	NA	NA	NA	NC_047723.1
NC_047723.1_64	22590	22779	-	3048	unknown function	DNA, RNA and nucleotide metabolism	1.4893	0.2118	NC_047723.1
NC_047723.1_65	22822	22984	-	2966	unknown function	DNA, RNA and nucleotide metabolism	1.0325	0.2116	NC_047723.1
NC_047723.1_66	22983	25032	-	3200	unknown function	integration and excision	1.0958	0.2012	NC_047723.1
NC_047723.1_67	25109	25373	-	2811	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_68	25389	25563	-	1274	lysis	NA	NA	NA	NC_047723.1
NC_047723.1_69	25569	26148	-	2642	unknown function	lysis	2.0669	0.3663	NC_047723.1
NC_047723.1_70	26140	26767	-	1817	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_71	26759	27656	-	548	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_72	27655	27880	-	3093	unknown function	lysis	3.2479	0.2342	NC_047723.1
NC_047723.1_73	27948	28689	-	170	other	NA	NA	NA	NC_047723.1
NC_047723.1_74	28740	29355	-	2995	unknown function	DNA, RNA and nucleotide metabolism	2.1285	0.2286	NC_047723.1
NC_047723.1_75	29370	29796	-	531	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_76	29785	29977	-	2706	unknown function	moron, auxiliary metabolic gene and host takeover	8.2586	0.3740	NC_047723.1
NC_047723.1_77	29999	30641	-	2896	unknown function	integration and excision	1.0100	0.1875	NC_047723.1
NC_047723.1_78	30630	30861	-	3	transcription regulation	NA	NA	NA	NC_047723.1
NC_047723.1_79	30863	31091	-	2770	unknown function	lysis	1.1884	0.2262	NC_047723.1
NC_047723.1_80	31200	31893	-	3310	other	NA	NA	NA	NC_047723.1
NC_047723.1_81	32079	32715	-	374	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_82	32781	33573	-	200	other	NA	NA	NA	NC_047723.1
NC_047723.1_83	33572	33881	-	3667	unknown function	lysis	1.1813	0.2501	NC_047723.1
NC_047723.1_84	33993	34623	-	833	lysis	NA	NA	NA	NC_047723.1
NC_047723.1_85	34858	34948	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.2816	0.1738	NC_047723.1
NC_047723.1_86	34893	35394	-	59	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_87	35486	35588	+	No_PHROG	unknown function	lysis	3.3226	0.1853	NC_047723.1
NC_047723.1_88	35553	36357	-	635	lysis	NA	NA	NA	NC_047723.1
NC_047723.1_89	36356	36860	-	962	lysis	NA	NA	NA	NC_047723.1
NC_047723.1_90	36944	37130	-	987	unknown function	DNA, RNA and nucleotide metabolism	3.7172	0.1961	NC_047723.1
NC_047723.1_91	37192	37321	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	6.6569	0.2303	NC_047723.1
NC_047723.1_92	37531	37636	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.8358	0.4648	NC_047723.1
NC_047723.1_93	37805	37928	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.0028	0.5032	NC_047723.1
NC_047723.1_94	38318	38426	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.4114	0.6321	NC_047723.1
NC_047723.1_95	38426	38597	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.4793	0.6658	NC_047723.1
NC_047723.1_96	38676	38895	-	1257	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047723.1
NC_047723.1_97	39008	39149	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.8784	0.9026	NC_047723.1
NC_047723.1_98	39372	39582	-	17190	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_99	39594	39927	-	937	other	NA	NA	NA	NC_047723.1
NC_047723.1_100	39939	40266	-	1481	unknown function	head and packaging	2.5810	0.3331	NC_047723.1
NC_047723.1_101	40298	40565	-	4526	unknown function	moron, auxiliary metabolic gene and host takeover	9.8662	0.8962	NC_047723.1
NC_047723.1_102	40659	40752	-	No_PHROG	unknown function	head and packaging	1.8298	0.3767	NC_047723.1
NC_047723.1_103	40825	41092	+	3395	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047723.1
NC_047723.1_104	41069	41348	+	1321	unknown function	head and packaging	6.0246	0.2789	NC_047723.1
NC_047723.1_105	41428	41755	+	1063	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_106	41769	43587	+	675	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_107	43579	44401	+	1917	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_108	44471	44561	+	3863	unknown function	head and packaging	6.2421	0.2417	NC_047723.1
NC_047723.1_109	44557	45037	+	1116	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047723.1
NC_047723.1_110	45129	46272	+	3094	unknown function	head and packaging	2.8829	0.2263	NC_047723.1
NC_047723.1_111	46356	46698	+	3937	unknown function	head and packaging	1.2895	0.2872	NC_047723.1
NC_047723.1_112	46775	47087	+	1108	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_113	47090	48782	+	12	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_114	49008	49749	+	1028	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_115	49767	50718	+	1133	unknown function	head and packaging	9.2447	0.5722	NC_047723.1
NC_047723.1_116	50833	52225	+	752	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_117	52316	52613	+	1205	unknown function	head and packaging	8.3416	0.3763	NC_047723.1
NC_047723.1_118	52625	53534	+	772	tail	NA	NA	NA	NC_047723.1
NC_047723.1_119	53547	54426	+	1004	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_120	54425	55046	+	1127	connector	NA	NA	NA	NC_047723.1
NC_047723.1_121	55064	55901	+	1000	tail	NA	NA	NA	NC_047723.1
NC_047723.1_122	55902	56118	+	1151	unknown function	head and packaging	8.2019	0.4548	NC_047723.1
NC_047723.1_123	56144	57908	+	279	tail	NA	NA	NA	NC_047723.1
NC_047723.1_124	57980	58337	+	985	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_125	58321	58426	-	No_PHROG	unknown function	head and packaging	7.6258	0.3454	NC_047723.1
NC_047723.1_126	59029	60472	+	7140	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_127	60518	60659	+	2701	unknown function	head and packaging	4.3381	0.3219	NC_047723.1
NC_047723.1_128	60701	61160	+	1905	unknown function	head and packaging	2.4100	0.3100	NC_047723.1
NC_047723.1_129	61172	61367	+	4320	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047723.1
NC_047723.1_130	61448	61760	+	2754	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_131	61891	62350	+	1038	tail	NA	NA	NA	NC_047723.1
NC_047723.1_132	62393	62930	+	1316	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_133	62985	67041	+	1047	tail	NA	NA	NA	NC_047723.1
NC_047723.1_134	67119	69546	+	1015	tail	NA	NA	NA	NC_047723.1
NC_047723.1_135	69559	70447	+	2677	tail	NA	NA	NA	NC_047723.1
NC_047723.1_136	70446	72993	+	2204	other	NA	NA	NA	NC_047723.1
NC_047723.1_137	73098	73890	+	1011	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_138	73889	74414	+	1073	unknown function	connector	1.2575	0.2452	NC_047723.1
NC_047723.1_139	74413	75118	+	975	tail	NA	NA	NA	NC_047723.1
NC_047723.1_140	75132	76179	+	6	tail	NA	NA	NA	NC_047723.1
NC_047723.1_141	76199	79259	+	2386	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_142	79369	79891	+	1394	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_143	79911	83370	+	25864	tail	NA	NA	NA	NC_047723.1
NC_047723.1_144	83418	83577	+	1074	unknown function	head and packaging	2.3575	0.2504	NC_047723.1
NC_047723.1_145	83577	85500	+	2665	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_146	85522	85897	+	2671	tail	NA	NA	NA	NC_047723.1
NC_047723.1_147	85903	87280	+	2691	tail	NA	NA	NA	NC_047723.1
NC_047723.1_148	87370	89119	+	16	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_149	89130	90744	+	1098	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_150	90736	92179	+	19	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_151	92257	93295	+	100	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_152	93294	93672	+	2773	unknown function	moron, auxiliary metabolic gene and host takeover	8.5646	0.4120	NC_047723.1
NC_047723.1_153	93671	95591	+	77	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_154	95590	96187	+	1070	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047723.1
NC_047723.1_155	96201	97269	+	47	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_156	97334	97673	+	1291	unknown function	moron, auxiliary metabolic gene and host takeover	7.8940	0.3345	NC_047723.1
NC_047723.1_157	97672	98125	+	1095	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_158	98111	98720	+	244	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_159	98736	99129	+	883	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047723.1
NC_047723.1_160	99143	101258	+	84	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_161	101271	102321	+	86	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_162	102338	102668	+	2797	unknown function	moron, auxiliary metabolic gene and host takeover	7.0903	0.2791	NC_047723.1
NC_047723.1_163	102651	102972	+	22	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_164	103000	103108	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.7477	0.8126	NC_047723.1
NC_047723.1_165	103178	103775	+	15477	other	NA	NA	NA	NC_047723.1
NC_047723.1_166	103784	104090	+	379	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_167	104165	105038	+	4008	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_168	105203	105716	+	2340	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_169	105851	107195	+	17	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_170	107260	107356	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.9271	0.2335	NC_047723.1
NC_047723.1_171	107462	108170	+	59	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_172	108230	108335	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.0339	0.2077	NC_047723.1
NC_047723.1_173	108403	109264	+	2573	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_174	109332	109575	+	3621	unknown function	head and packaging	1.3102	0.1798	NC_047723.1
NC_047723.1_175	109591	110074	+	1069	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_176	110160	111432	+	2672	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_177	111491	112748	+	97	other	NA	NA	NA	NC_047723.1
NC_047723.1_178	112751	113105	+	1089	unknown function	DNA, RNA and nucleotide metabolism	1.2331	0.2198	NC_047723.1
NC_047723.1_179	113091	113754	+	1025	transcription regulation	NA	NA	NA	NC_047723.1
NC_047723.1_180	113759	113858	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	4.5834	0.2218	NC_047723.1
NC_047723.1_181	113881	114514	+	1240	other	NA	NA	NA	NC_047723.1
NC_047723.1_182	114527	115049	+	341	tail	NA	NA	NA	NC_047723.1
NC_047723.1_183	115063	115291	+	1696	tail	NA	NA	NA	NC_047723.1
NC_047723.1_184	115385	115646	+	2673	unknown function	head and packaging	2.8512	0.1933	NC_047723.1
NC_047723.1_185	115649	116405	+	1850	other	NA	NA	NA	NC_047723.1
NC_047723.1_186	116397	117648	+	284	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_187	117661	118030	+	2892	unknown function	moron, auxiliary metabolic gene and host takeover	7.8037	0.3448	NC_047723.1
NC_047723.1_188	118016	118328	+	3644	unknown function	head and packaging	1.3196	0.2056	NC_047723.1
NC_047723.1_189	118391	118928	+	1080	unknown function	head and packaging	2.6616	0.2027	NC_047723.1
NC_047723.1_190	118920	119688	+	984	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_191	119665	120112	+	2356	unknown function	head and packaging	3.2102	0.1856	NC_047723.1
NC_047723.1_192	120111	120975	+	1113	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_193	121346	122078	+	1007	unknown function	head and packaging	6.0832	0.2759	NC_047723.1
NC_047723.1_194	122095	122554	+	1104	head and packaging	NA	NA	NA	NC_047723.1
NC_047723.1_195	122618	123062	+	1303	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_196	123078	123783	+	2726	unknown function	head and packaging	1.5032	0.1691	NC_047723.1
NC_047723.1_197	123844	124243	+	2863	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047723.1
NC_047723.1_198	124389	124632	+	3157	unknown function	head and packaging	1.3357	0.1774	NC_047723.1
NC_047723.1_199	124636	124801	+	6754	unknown function	moron, auxiliary metabolic gene and host takeover	5.7680	0.2031	NC_047723.1
NC_047723.1_200	124787	124967	+	7869	unknown function	head and packaging	1.1413	0.1862	NC_047723.1
NC_047723.1_201	125002	125179	+	3664	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_202	125168	125702	+	3854	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047723.1
NC_047723.1_203	125716	125965	+	4009	unknown function	moron, auxiliary metabolic gene and host takeover	9.5685	0.6998	NC_047723.1
NC_047723.1_204	125976	126153	+	3524	unknown function	moron, auxiliary metabolic gene and host takeover	6.6834	0.2712	NC_047723.1
NC_047723.1_205	126145	126442	+	3128	unknown function	moron, auxiliary metabolic gene and host takeover	6.8816	0.2428	NC_047723.1
NC_047723.1_206	126480	126672	+	3640	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047723.1
NC_047723.1_207	126684	127053	+	3669	unknown function	moron, auxiliary metabolic gene and host takeover	8.0386	0.3606	NC_047723.1
NC_047723.1_208	127065	127413	+	2988	unknown function	moron, auxiliary metabolic gene and host takeover	6.6649	0.2465	NC_047723.1
NC_047723.1_209	127412	127691	+	3804	unknown function	moron, auxiliary metabolic gene and host takeover	9.6961	0.7703	NC_047723.1
NC_047723.1_210	127760	128066	+	3143	unknown function	moron, auxiliary metabolic gene and host takeover	6.3905	0.2305	NC_047723.1
NC_047723.1_211	128080	128431	+	3752	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_212	128430	129576	+	15800	other	NA	NA	NA	NC_047723.1
NC_047723.1_213	129654	129900	+	4028	unknown function	moron, auxiliary metabolic gene and host takeover	6.4795	0.3562	NC_047723.1
NC_047723.1_214	129919	130312	+	3847	unknown function	moron, auxiliary metabolic gene and host takeover	6.5389	0.2466	NC_047723.1
NC_047723.1_215	130313	130535	+	4340	unknown function	moron, auxiliary metabolic gene and host takeover	6.5947	0.3533	NC_047723.1
NC_047723.1_216	130600	130912	+	6716	other	NA	NA	NA	NC_047723.1
NC_047723.1_217	130914	131424	+	4855	lysis	NA	NA	NA	NC_047723.1
NC_047723.1_218	131425	131755	+	4637	unknown function	moron, auxiliary metabolic gene and host takeover	3.9860	0.1743	NC_047723.1
NC_047723.1_219	131760	131955	+	4983	unknown function	moron, auxiliary metabolic gene and host takeover	4.3720	0.2151	NC_047723.1
NC_047723.1_220	131978	132293	+	5741	unknown function	moron, auxiliary metabolic gene and host takeover	4.1896	0.2161	NC_047723.1
NC_047723.1_221	132307	132475	+	5729	unknown function	moron, auxiliary metabolic gene and host takeover	5.6622	0.2367	NC_047723.1
NC_047723.1_222	132511	132613	+	7862	unknown function	moron, auxiliary metabolic gene and host takeover	9.5540	0.6974	NC_047723.1
NC_047723.1_223	132587	132695	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	6.9728	0.2574	NC_047723.1
NC_047723.1_224	132796	132892	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	1.7980	0.2286	NC_047723.1
NC_047723.1_225	132985	133093	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	7.0185	0.2676	NC_047723.1
NC_047723.1_226	133197	133497	+	654	unknown function	moron, auxiliary metabolic gene and host takeover	4.9904	0.2382	NC_047723.1
NC_047723.1_227	133512	133698	+	3204	unknown function	moron, auxiliary metabolic gene and host takeover	8.7990	0.4546	NC_047723.1
NC_047723.1_228	133804	134092	+	654	unknown function	DNA, RNA and nucleotide metabolism	1.2770	0.2264	NC_047723.1
NC_047723.1_229	134091	134418	+	654	unknown function	moron, auxiliary metabolic gene and host takeover	5.3886	0.3097	NC_047723.1
NC_047723.1_230	134433	134727	+	654	unknown function	DNA, RNA and nucleotide metabolism	1.0306	0.2335	NC_047723.1
NC_047723.1_231	134730	134988	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_232	135065	135305	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_233	135315	135663	+	3522	unknown function	integration and excision	1.2141	0.2007	NC_047723.1
NC_047723.1_234	135872	136211	-	3077	unknown function	DNA, RNA and nucleotide metabolism	1.0880	0.2057	NC_047723.1
NC_047723.1_235	136189	136339	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.0252	0.2374	NC_047723.1
NC_047723.1_236	136362	136476	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.2057	0.2057	NC_047723.1
NC_047723.1_237	136522	136831	+	2601	unknown function	integration and excision	1.2657	0.1677	NC_047723.1
NC_047723.1_238	136849	136984	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	1.4703	0.1666	NC_047723.1
NC_047723.1_239	137036	137321	+	3164	unknown function	integration and excision	1.2136	0.1690	NC_047723.1
NC_047723.1_240	137395	137587	+	3388	other	NA	NA	NA	NC_047723.1
NC_047723.1_241	137573	137669	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	4.8257	0.2300	NC_047723.1
NC_047723.1_242	137695	137836	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.4983	0.1733	NC_047723.1
NC_047723.1_243	137903	138392	-	59	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047723.1
NC_047723.1_244	138559	138718	+	3325	other	NA	NA	NA	NC_047723.1
NC_047723.1_245	138885	139209	+	3276	unknown function	DNA, RNA and nucleotide metabolism	1.0579	0.2460	NC_047723.1
NC_047723.1_246	139308	139545	+	3480	unknown function	integration and excision	1.1476	0.1930	NC_047723.1
NC_047723.1_247	139623	140094	+	2543	unknown function	DNA, RNA and nucleotide metabolism	1.1131	0.1943	NC_047723.1
NC_047723.1_248	140152	140326	+	3789	unknown function	DNA, RNA and nucleotide metabolism	1.3941	0.1703	NC_047723.1
NC_047723.1_249	140325	140595	+	3549	unknown function	DNA, RNA and nucleotide metabolism	1.5183	0.1737	NC_047723.1
NC_047723.1_250	140679	140901	+	30315	unknown function	moron, auxiliary metabolic gene and host takeover	2.0137	0.1739	NC_047723.1
NC_047723.1_251	140892	140985	-	No_PHROG	unknown function	lysis	1.1129	0.1641	NC_047723.1
NC_047724.1_0	84	180	-	No_PHROG	unknown function	head and packaging	1.1173	0.1607	NC_047724.1
